transaction_id,amount,payment_method,failure_reason,customer_id,customer_transaction_count,customer_success_rate,customer_failure_rate,customer_total_spend,average_order_value,previous_retry_count,time_since_last_success,hour_of_day,day_of_week,merchant_success_rate,payment_method_success_rate,recent_failure_rate,recoverable,recovery_probability
tx_001006,39843033,netbanking,gateway_degradation,cust_00199,43,0.7442,0.2558,155279.25,3611.15,2,176,11,5,0.9009,0.819,0.1491,1,0.364
tx_001007,37968675,upi,network_error,cust_00113,43,0.9767,0.0233,239740.62,5575.36,4,25,6,5,0.9009,0.8039,0.0992,1,0.6528
tx_001008,37849653,wallet,user_cancelled,cust_00469,41,0.8537,0.1463,177107.05,4319.68,1,156,17,1,0.9009,0.9274,0.0871,0,0.1656
tx_001009,35661310,upi,authentication_failed,cust_00135,41,0.9756,0.0244,209305.7,5105.02,3,51,12,5,0.9009,0.8039,0.0007,0,0.4934
tx_001010,23970080,upi,card_declined,cust_00017,48,0.8542,0.1458,166380.29,3466.26,1,141,8,0,0.9009,0.8039,0.1258,0,0.1073
tx_001011,41447395,emi,gateway_degradation,cust_00117,9,0.5556,0.4444,143321.41,15924.6,3,102,20,0,0.9009,0.8416,0.4214,1,0.3003
tx_001012,28431068,wallet,network_error,cust_00477,7,0.7143,0.2857,39802.07,5686.01,0,7,8,3,0.9009,0.9274,0.3047,0,0.499
tx_001013,3180318,wallet,card_declined,cust_00073,58,0.9138,0.0862,122401.72,2110.37,3,54,18,5,0.9009,0.9274,0.067,0,0.1011
tx_001014,11532879,wallet,network_error,cust_00221,41,0.8537,0.1463,179550.97,4379.29,1,62,15,5,0.9009,0.9274,0.16,0,0.581
tx_001015,10921593,netbanking,network_error,cust_00199,43,0.7442,0.2558,155279.25,3611.15,1,176,23,6,0.9009,0.819,0.3325,0,0.3758
tx_001016,15264587,emi,authentication_failed,cust_00421,7,0.8571,0.1429,201644.65,28806.38,5,104,10,3,0.9009,0.8416,0.1387,0,0.2151
tx_001017,23151616,card,insufficient_funds,cust_00332,45,0.7333,0.2667,248345.44,5518.79,4,1,13,0,0.9009,0.969,0.0311,0,0.1126
tx_001018,21129862,card,card_declined,cust_00401,28,0.9643,0.0357,12840.05,458.57,2,5,17,1,0.9009,0.969,0.1801,0,0.1051
tx_001019,7420319,netbanking,user_cancelled,cust_00382,43,0.9535,0.0465,123068.73,2862.06,2,144,8,5,0.9009,0.819,0.189,0,0.0977
tx_001020,36748439,netbanking,temporary_timeout,cust_00104,21,0.9048,0.0952,91914.92,4376.9,0,66,23,5,0.9009,0.819,0.1485,0,0.5446
tx_001021,43197196,upi,user_cancelled,cust_00289,31,0.9677,0.0323,51497.14,1661.2,5,18,10,1,0.9009,0.8039,0.0,0,0.1874
tx_001022,28557598,netbanking,gateway_degradation,cust_00175,31,0.9032,0.0968,248868.39,8028.01,2,172,19,0,0.9009,0.819,0.0305,0,0.4474
tx_001023,24561817,wallet,gateway_degradation,cust_00465,43,0.8605,0.1395,228978.34,5325.08,3,96,11,0,0.9009,0.9274,0.143,0,0.4828
tx_001024,32491765,wallet,gateway_degradation,cust_00081,46,0.9348,0.0652,217000.87,4717.41,5,109,8,0,0.9009,0.9274,0.1123,0,0.4933
tx_001025,29356375,emi,network_error,cust_00002,43,0.9535,0.0465,32464.35,754.98,1,141,10,1,0.9009,0.8416,0.0,0,0.502
tx_001026,3411327,upi,gateway_degradation,cust_00186,43,0.7209,0.2791,21486.78,499.69,0,89,9,6,0.9009,0.8039,0.1336,1,0.6251
tx_001027,17542503,netbanking,card_declined,cust_00130,9,0.8889,0.1111,147270.37,16363.37,3,22,11,1,0.9009,0.819,0.045,0,0.0741
tx_001028,47801414,wallet,insufficient_funds,cust_00194,3,1.0,0.0,229375.75,76458.58,3,72,3,2,0.9009,0.9274,0.1215,0,0.2432
tx_001029,17443164,card,insufficient_funds,cust_00441,56,0.4464,0.5536,219751.52,3924.13,2,60,21,0,0.9009,0.969,0.7027,0,0.08
tx_001030,27211252,netbanking,card_declined,cust_00498,28,0.8929,0.1071,214129.14,7647.47,0,115,0,6,0.9009,0.819,0.2752,0,0.0917
tx_001031,47091652,emi,user_cancelled,cust_00086,29,0.1379,0.8621,36970.22,1274.84,3,107,23,4,0.9009,0.8416,0.9177,0,0.02
tx_001032,35793756,wallet,network_error,cust_00455,56,0.7143,0.2857,35336.1,631.0,5,39,6,1,0.9009,0.9274,0.0705,1,0.4591
tx_001033,39677654,card,authentication_failed,cust_00097,25,0.84,0.16,25228.73,1009.15,0,166,12,4,0.9009,0.969,0.2326,1,0.3095
tx_001034,9633393,upi,user_cancelled,cust_00118,41,0.6829,0.3171,191098.89,4660.95,4,94,23,6,0.9009,0.8039,0.5135,0,0.0604
tx_001035,38354368,wallet,insufficient_funds,cust_00151,23,0.6087,0.3913,46291.54,2012.68,3,17,14,5,0.9009,0.9274,0.5409,0,0.1608
tx_001036,42332442,netbanking,insufficient_funds,cust_00411,3,0.6667,0.3333,25239.66,8413.22,5,39,13,0,0.9009,0.819,0.4912,0,0.1212
tx_001037,35067937,card,authentication_failed,cust_00144,49,0.9388,0.0612,10517.75,214.65,5,150,3,6,0.9009,0.969,0.1023,0,0.196
tx_001038,26763824,wallet,card_declined,cust_00486,51,0.9804,0.0196,192807.92,3780.55,3,68,12,2,0.9009,0.9274,0.0,0,0.161
tx_001039,15831774,wallet,temporary_timeout,cust_00426,3,0.6667,0.3333,89988.86,29996.29,2,106,9,6,0.9009,0.9274,0.4561,1,0.487
tx_001040,41342027,emi,authentication_failed,cust_00377,8,0.875,0.125,182096.9,22762.11,5,18,13,1,0.9009,0.8416,0.0557,1,0.2562
tx_001041,16387996,emi,insufficient_funds,cust_00011,6,0.8333,0.1667,47773.1,7962.18,3,85,8,6,0.9009,0.8416,0.0,0,0.1488
tx_001042,1101141,emi,insufficient_funds,cust_00295,23,0.913,0.087,33211.62,1443.98,5,71,5,5,0.9009,0.8416,0.0824,0,0.1397
tx_001043,26749223,upi,card_declined,cust_00354,19,0.2105,0.7895,80462.54,4234.87,3,112,11,5,0.9009,0.8039,0.8465,0,0.02
tx_001044,6679720,card,user_cancelled,cust_00361,56,0.9643,0.0357,186375.39,3328.13,0,176,22,1,0.9009,0.969,0.0939,1,0.1754
tx_001045,43282535,upi,card_declined,cust_00456,30,0.6,0.4,24654.13,821.8,1,62,4,2,0.9009,0.8039,0.4186,0,0.0208
tx_001046,32326649,card,authentication_failed,cust_00398,28,0.8214,0.1786,55589.08,1985.32,3,35,23,4,0.9009,0.969,0.0376,0,0.1765
tx_001047,22842733,upi,card_declined,cust_00343,53,0.9057,0.0943,180085.74,3397.84,4,101,15,0,0.9009,0.8039,0.146,0,0.0968
tx_001048,1555278,emi,authentication_failed,cust_00439,21,0.5714,0.4286,213110.26,10148.11,0,134,19,5,0.9009,0.8416,0.4305,0,0.1808
tx_001049,14038037,upi,authentication_failed,cust_00115,56,0.7857,0.2143,63719.15,1137.84,0,170,9,5,0.9009,0.8039,0.1372,1,0.4626
tx_001050,1319536,emi,network_error,cust_00309,23,0.8261,0.1739,183914.79,7996.3,5,105,0,3,0.9009,0.8416,0.2582,1,0.3312
tx_001051,19674455,card,authentication_failed,cust_00363,42,0.9048,0.0952,161382.39,3842.44,5,44,22,5,0.9009,0.969,0.1519,0,0.1864
tx_001052,7103162,upi,authentication_failed,cust_00365,18,0.8889,0.1111,204105.98,11339.22,1,40,15,2,0.9009,0.8039,0.232,0,0.4599
tx_001053,32915549,upi,insufficient_funds,cust_00216,32,0.9375,0.0625,100638.21,3144.94,3,6,9,6,0.9009,0.8039,0.0762,0,0.3135
tx_001054,33400409,card,temporary_timeout,cust_00450,14,0.7857,0.2143,71457.09,5104.08,5,150,3,3,0.9009,0.969,0.2481,0,0.3098
tx_001055,15738142,card,insufficient_funds,cust_00119,32,0.9688,0.0312,150098.56,4690.58,4,89,12,0,0.9009,0.969,0.2103,0,0.1907
tx_001056,4127362,upi,temporary_timeout,cust_00169,24,0.9583,0.0417,29406.25,1225.26,0,89,14,1,0.9009,0.8039,0.1961,1,0.8088
tx_001057,19246975,netbanking,network_error,cust_00058,32,0.875,0.125,109056.72,3408.02,4,9,17,1,0.9009,0.819,0.106,0,0.4288
tx_001058,36158465,netbanking,authentication_failed,cust_00070,46,0.9565,0.0435,50344.03,1094.44,4,105,17,6,0.9009,0.819,0.1038,1,0.3111
tx_001059,8513557,card,network_error,cust_00072,27,0.5926,0.4074,231926.86,8589.88,5,23,18,3,0.9009,0.969,0.3002,0,0.2837
tx_001060,43654749,card,user_cancelled,cust_00456,30,0.6,0.4,24654.13,821.8,3,62,1,5,0.9009,0.969,0.3429,0,0.02
tx_001061,47863096,card,network_error,cust_00031,15,0.6667,0.3333,157755.51,10517.03,2,54,10,2,0.9009,0.969,0.3871,0,0.2862
tx_001062,10330426,wallet,network_error,cust_00175,31,0.9032,0.0968,248868.39,8028.01,0,172,12,0,0.9009,0.9274,0.1733,1,0.6362
tx_001063,1771283,card,authentication_failed,cust_00388,5,0.2,0.8,205869.59,41173.92,2,155,5,6,0.9009,0.969,0.7585,0,0.1475
tx_001064,44382895,upi,user_cancelled,cust_00130,9,0.8889,0.1111,147270.37,16363.37,5,22,22,6,0.9009,0.8039,0.1026,0,0.091
tx_001065,38478555,emi,gateway_degradation,cust_00301,7,0.8571,0.1429,163303.54,23329.08,5,172,12,2,0.9009,0.8416,0.2005,0,0.3396
tx_001066,40462754,upi,authentication_failed,cust_00127,22,0.5,0.5,120102.71,5459.21,0,140,0,6,0.9009,0.8039,0.5539,0,0.3405
tx_001067,38261109,upi,user_cancelled,cust_00260,16,0.625,0.375,113887.13,7117.95,1,165,17,5,0.9009,0.8039,0.3072,0,0.0668
tx_001068,22310326,upi,user_cancelled,cust_00047,27,0.9259,0.0741,143146.15,5301.71,1,168,2,6,0.9009,0.8039,0.2578,1,0.1197
tx_001069,9930332,card,authentication_failed,cust_00076,50,0.38,0.62,35514.73,710.29,0,19,6,4,0.9009,0.969,0.5078,0,0.1478
tx_001070,27034795,wallet,network_error,cust_00248,17,0.7059,0.2941,83606.99,4918.06,0,88,7,4,0.9009,0.9274,0.244,0,0.4988
tx_001071,35788875,wallet,user_cancelled,cust_00287,32,0.9375,0.0625,142698.49,4459.33,3,141,3,6,0.9009,0.9274,0.0319,1,0.099
tx_001072,4930218,netbanking,insufficient_funds,cust_00004,25,0.76,0.24,111131.84,4445.27,1,148,10,6,0.9009,0.819,0.2473,0,0.1546
tx_001073,7745892,wallet,user_cancelled,cust_00426,3,0.6667,0.3333,89988.86,29996.29,4,106,1,5,0.9009,0.9274,0.2793,0,0.031
tx_001074,17061559,netbanking,authentication_failed,cust_00326,40,0.925,0.075,247156.67,6178.92,2,34,12,1,0.9009,0.819,0.1222,0,0.324
tx_001075,47793169,wallet,user_cancelled,cust_00051,20,0.95,0.05,168223.9,8411.2,1,20,12,3,0.9009,0.9274,0.0,1,0.2143
tx_001076,27210723,upi,card_declined,cust_00365,18,0.8889,0.1111,204105.98,11339.22,2,40,4,4,0.9009,0.8039,0.0163,0,0.0785
tx_001077,223922,emi,insufficient_funds,cust_00286,25,0.68,0.32,185558.24,7422.33,4,93,5,0,0.9009,0.8416,0.2804,0,0.1012
tx_001078,49419735,upi,gateway_degradation,cust_00090,13,0.8462,0.1538,13818.79,1062.98,4,32,8,2,0.9009,0.8039,0.0688,1,0.5744
tx_001079,24033116,netbanking,temporary_timeout,cust_00223,32,0.6875,0.3125,143930.55,4497.83,2,25,6,2,0.9009,0.819,0.288,0,0.3976
tx_001080,1208155,upi,network_error,cust_00212,46,0.9348,0.0652,193543.31,4207.46,3,128,4,5,0.9009,0.8039,0.0053,0,0.646
tx_001081,1026521,upi,user_cancelled,cust_00198,26,0.1154,0.8846,175906.85,6765.65,2,50,3,0,0.9009,0.8039,0.7031,0,0.06
tx_001082,4525599,upi,user_cancelled,cust_00010,23,0.9565,0.0435,81793.43,3556.24,0,174,0,6,0.9009,0.8039,0.0,0,0.2417
tx_001083,33104879,netbanking,authentication_failed,cust_00361,56,0.9643,0.0357,186375.39,3328.13,2,176,0,0,0.9009,0.819,0.0,1,0.3092
tx_001084,49197997,upi,authentication_failed,cust_00250,15,0.8667,0.1333,60999.47,4066.63,3,58,15,5,0.9009,0.8039,0.0205,0,0.4332
tx_001085,29202851,wallet,temporary_timeout,cust_00374,35,0.9714,0.0286,106162.1,3033.2,0,32,14,4,0.9009,0.9274,0.0,0,0.6821
tx_001086,38966810,netbanking,user_cancelled,cust_00272,26,0.8077,0.1923,155637.11,5986.04,3,96,1,6,0.9009,0.819,0.1558,0,0.02
tx_001087,3005124,card,network_error,cust_00310,51,0.6471,0.3529,101511.31,1990.42,3,67,8,0,0.9009,0.969,0.3044,1,0.2844
tx_001088,28613109,card,gateway_degradation,cust_00231,53,0.8868,0.1132,132620.74,2502.28,4,163,16,5,0.9009,0.969,0.1184,1,0.3446
tx_001089,4402109,card,user_cancelled,cust_00349,56,0.9643,0.0357,62046.75,1107.98,1,155,9,4,0.9009,0.969,0.0978,0,0.1602
tx_001090,16847179,wallet,authentication_failed,cust_00022,48,0.9375,0.0625,8189.05,170.61,4,55,2,0,0.9009,0.9274,0.0826,0,0.3075
tx_001091,32437886,upi,gateway_degradation,cust_00325,6,0.6667,0.3333,100412.59,16735.43,1,84,23,3,0.9009,0.8039,0.277,1,0.5443
tx_001092,14223131,upi,temporary_timeout,cust_00275,5,0.8,0.2,58204.49,11640.9,0,107,16,0,0.9009,0.8039,0.2079,1,0.7564
tx_001093,11097012,upi,card_declined,cust_00334,27,0.5926,0.4074,158254.56,5861.28,3,28,16,6,0.9009,0.8039,0.468,0,0.0206
tx_001094,12938778,wallet,user_cancelled,cust_00459,53,0.9811,0.0189,107542.02,2029.09,5,114,21,6,0.9009,0.9274,0.0,1,0.148
tx_001095,14823455,netbanking,temporary_timeout,cust_00026,31,0.9355,0.0645,166246.23,5362.78,5,141,21,6,0.9009,0.819,0.0724,0,0.4586
tx_001096,5743116,netbanking,network_error,cust_00018,18,0.7778,0.2222,114999.49,6388.86,3,140,3,6,0.9009,0.819,0.2425,1,0.3718
tx_001097,49060129,card,network_error,cust_00006,18,0.7778,0.2222,189642.89,10535.72,3,114,21,4,0.9009,0.969,0.2604,0,0.2915
tx_001098,34183449,card,gateway_degradation,cust_00014,7,0.7143,0.2857,208148.82,29735.55,5,56,13,1,0.9009,0.969,0.3765,0,0.265
tx_001099,7328702,upi,temporary_timeout,cust_00481,10,0.9,0.1,142358.14,14235.81,3,35,23,5,0.9009,0.8039,0.0089,1,0.6732
tx_001100,46125064,wallet,network_error,cust_00308,6,0.6667,0.3333,40497.85,6749.64,4,46,0,5,0.9009,0.9274,0.0564,0,0.4557
tx_001101,35200121,upi,authentication_failed,cust_00332,45,0.7333,0.2667,248345.44,5518.79,3,1,9,2,0.9009,0.8039,0.0916,0,0.3531
tx_001102,20908226,card,authentication_failed,cust_00299,58,0.6034,0.3966,130742.07,2254.17,3,34,10,6,0.9009,0.969,0.2702,0,0.1495
tx_001103,16165854,card,insufficient_funds,cust_00069,58,0.9483,0.0517,126829.32,2186.71,4,22,21,2,0.9009,0.969,0.0,0,0.186
tx_001104,13853853,upi,insufficient_funds,cust_00384,20,0.85,0.15,133693.08,6684.65,2,28,20,5,0.9009,0.8039,0.0781,0,0.2752
tx_001105,42235571,wallet,network_error,cust_00091,31,0.7419,0.2581,98710.8,3184.22,3,122,7,2,0.9009,0.9274,0.3659,1,0.4558
tx_001106,17132778,emi,insufficient_funds,cust_00370,3,1.0,0.0,155107.3,51702.43,0,76,4,6,0.9009,0.8416,0.0,1,0.2895
tx_001107,25468264,emi,authentication_failed,cust_00190,56,0.8929,0.1071,120901.84,2158.96,3,152,16,6,0.9009,0.8416,0.2319,1,0.2335
tx_001108,34923713,wallet,temporary_timeout,cust_00443,27,0.1852,0.8148,124399.32,4607.38,2,139,18,6,0.9009,0.9274,0.8911,1,0.485
tx_001109,45753221,card,user_cancelled,cust_00044,27,0.9259,0.0741,147933.42,5479.02,0,63,7,4,0.9009,0.969,0.0097,0,0.1773
tx_001110,17192063,netbanking,temporary_timeout,cust_00352,45,0.5111,0.4889,135748.72,3016.64,2,37,23,2,0.9009,0.819,0.409,0,0.3951
tx_001111,26435141,upi,insufficient_funds,cust_00421,7,0.8571,0.1429,201644.65,28806.38,5,104,0,3,0.9009,0.8039,0.1578,0,0.2332
tx_001112,8537588,emi,user_cancelled,cust_00107,46,0.913,0.087,134090.98,2915.02,0,59,10,3,0.9009,0.8416,0.0239,0,0.1888
tx_001113,46763344,wallet,card_declined,cust_00452,31,0.9355,0.0645,172686.63,5570.54,2,83,3,4,0.9009,0.9274,0.0071,0,0.092
tx_001114,31869512,netbanking,card_declined,cust_00225,30,0.9,0.1,124480.69,4149.36,3,164,12,6,0.9009,0.819,0.0608,0,0.0832
tx_001115,23426248,netbanking,insufficient_funds,cust_00304,8,1.0,0.0,245600.49,30700.06,0,177,12,1,0.9009,0.819,0.0,0,0.3171
tx_001116,19141496,netbanking,network_error,cust_00132,27,0.8148,0.1852,114907.75,4255.84,5,53,15,4,0.9009,0.819,0.3361,0,0.382
tx_001117,41728482,card,card_declined,cust_00396,59,0.8644,0.1356,112458.01,1906.07,4,117,11,2,0.9009,0.969,0.0,0,0.0618
tx_001118,4199835,card,temporary_timeout,cust_00336,43,0.9535,0.0465,165157.85,3840.88,2,83,12,2,0.9009,0.969,0.0,1,0.4738
tx_001119,15922683,netbanking,insufficient_funds,cust_00149,31,0.9355,0.0645,154269.09,4976.42,4,10,19,1,0.9009,0.819,0.0,1,0.224
tx_001120,49547073,card,authentication_failed,cust_00055,19,0.6842,0.3158,202158.74,10639.93,3,149,22,4,0.9009,0.969,0.3949,0,0.1488
tx_001121,23177616,card,card_declined,cust_00097,25,0.84,0.16,25228.73,1009.15,3,166,8,2,0.9009,0.969,0.2031,0,0.02
tx_001122,13172448,wallet,insufficient_funds,cust_00333,52,0.8846,0.1154,114836.38,2208.39,1,12,5,1,0.9009,0.9274,0.1575,0,0.2418
tx_001123,38467129,emi,user_cancelled,cust_00111,55,0.9636,0.0364,153787.75,2796.14,2,24,10,2,0.9009,0.8416,0.1916,1,0.1152
tx_001124,39882818,netbanking,insufficient_funds,cust_00098,48,0.4792,0.5208,244902.88,5102.14,5,162,22,2,0.9009,0.819,0.3906,0,0.1201
tx_001125,7644193,wallet,insufficient_funds,cust_00461,29,1.0,0.0,10579.61,364.81,4,172,15,5,0.9009,0.9274,0.0,1,0.3274
tx_001126,26550083,card,user_cancelled,cust_00219,43,0.8837,0.1163,99536.55,2314.8,2,106,13,5,0.9009,0.969,0.1634,1,0.0958
tx_001127,25409004,netbanking,authentication_failed,cust_00017,48,0.8542,0.1458,166380.29,3466.26,4,141,10,4,0.9009,0.819,0.1621,0,0.2386
tx_001128,237094,wallet,card_declined,cust_00408,50,0.6,0.4,117754.01,2355.08,3,160,20,4,0.9009,0.9274,0.4414,0,0.02
tx_001129,13397497,emi,user_cancelled,cust_00222,32,0.9688,0.0312,74442.33,2326.32,1,179,21,4,0.9009,0.8416,0.0,0,0.1669
tx_001130,26513247,netbanking,temporary_timeout,cust_00424,48,0.8958,0.1042,32449.13,676.02,0,105,6,2,0.9009,0.819,0.1683,1,0.5431
tx_001131,12772775,emi,user_cancelled,cust_00367,28,0.6429,0.3571,209873.88,7495.5,4,143,6,3,0.9009,0.8416,0.3549,0,0.02
tx_001132,13121572,card,insufficient_funds,cust_00317,21,0.619,0.381,40732.89,1939.66,5,44,22,4,0.9009,0.969,0.4477,0,0.0804
tx_001133,47633481,card,card_declined,cust_00394,21,0.8571,0.1429,44248.95,2107.09,1,32,16,6,0.9009,0.969,0.0243,0,0.125
tx_001134,26350700,wallet,gateway_degradation,cust_00213,44,0.9773,0.0227,200317.46,4552.67,4,133,1,5,0.9009,0.9274,0.0,1,0.511
tx_001135,18977536,upi,gateway_degradation,cust_00458,16,0.8125,0.1875,163091.53,10193.22,5,15,23,3,0.9009,0.8039,0.28,1,0.545
tx_001136,18170074,emi,gateway_degradation,cust_00346,16,0.3125,0.6875,23385.06,1461.57,4,23,0,3,0.9009,0.8416,0.6333,0,0.3
tx_001137,36779826,wallet,gateway_degradation,cust_00430,18,0.8889,0.1111,138822.56,7712.36,0,118,5,6,0.9009,0.9274,0.103,1,0.5786
tx_001138,32090511,emi,gateway_degradation,cust_00437,55,0.8182,0.1818,1652.39,30.04,4,104,21,2,0.9009,0.8416,0.114,1,0.3188
tx_001139,39062618,wallet,authentication_failed,cust_00374,35,0.9714,0.0286,106162.1,3033.2,4,32,8,2,0.9009,0.9274,0.0019,1,0.3826
tx_001140,34404330,emi,card_declined,cust_00472,24,0.9167,0.0833,224780.93,9365.87,4,98,14,1,0.9009,0.8416,0.1142,0,0.0711
tx_001141,32983417,netbanking,insufficient_funds,cust_00005,7,0.5714,0.4286,16422.41,2346.06,2,100,23,4,0.9009,0.819,0.3904,0,0.1203
tx_001142,21645692,emi,insufficient_funds,cust_00227,34,0.6176,0.3824,113593.34,3340.98,1,4,13,6,0.9009,0.8416,0.4486,0,0.1041
tx_001143,40227345,card,insufficient_funds,cust_00220,33,0.2121,0.7879,47304.62,1433.47,3,159,4,1,0.9009,0.969,0.7055,0,0.08
tx_001144,16700317,netbanking,card_declined,cust_00483,31,0.6129,0.3871,154638.33,4988.33,3,144,10,2,0.9009,0.819,0.3731,0,0.02
tx_001145,16393932,wallet,insufficient_funds,cust_00168,17,0.9412,0.0588,78955.45,4644.44,5,144,21,2,0.9009,0.9274,0.1221,0,0.2252
tx_001146,199677,wallet,temporary_timeout,cust_00134,33,0.9697,0.0303,249260.15,7553.34,1,20,2,3,0.9009,0.9274,0.0534,1,0.6288
tx_001147,27372617,wallet,gateway_degradation,cust_00021,35,0.7714,0.2286,138618.06,3960.52,4,114,20,1,0.9009,0.9274,0.3361,1,0.4255
tx_001148,15758947,wallet,user_cancelled,cust_00290,28,0.9643,0.0357,244816.55,8743.45,1,5,7,1,0.9009,0.9274,0.0567,0,0.192
tx_001149,1994080,wallet,network_error,cust_00376,2,0.5,0.5,249855.77,124927.88,4,178,3,6,0.9009,0.9274,0.8223,0,0.4525
tx_001150,45402757,upi,temporary_timeout,cust_00249,33,0.9091,0.0909,210380.32,6375.16,1,140,20,4,0.9009,0.8039,0.0159,1,0.7643
tx_001151,13102440,card,network_error,cust_00495,36,0.5556,0.4444,117516.77,3264.35,5,176,2,3,0.9009,0.969,0.2925,0,0.2827
tx_001152,1964426,card,user_cancelled,cust_00270,55,0.5455,0.4545,248274.6,4514.08,5,3,12,6,0.9009,0.969,0.4792,0,0.02
tx_001153,35438581,upi,user_cancelled,cust_00051,20,0.95,0.05,168223.9,8411.2,0,20,1,4,0.9009,0.8039,0.0,1,0.2389
tx_001154,23588168,upi,card_declined,cust_00179,43,0.8837,0.1163,209157.92,4864.14,3,30,1,3,0.9009,0.8039,0.0939,0,0.0473
tx_001155,19203311,card,network_error,cust_00348,53,0.5472,0.4528,49853.56,940.63,4,59,15,3,0.9009,0.969,0.3366,0,0.2834
tx_001156,17933462,emi,insufficient_funds,cust_00292,38,0.6579,0.3421,152380.91,4010.02,2,58,16,4,0.9009,0.8416,0.4899,0,0.1021
tx_001157,9420176,emi,insufficient_funds,cust_00250,15,0.8667,0.1333,60999.47,4066.63,2,58,14,6,0.9009,0.8416,0.1227,0,0.1943
tx_001158,7726160,emi,network_error,cust_00414,16,0.875,0.125,89663.72,5603.98,0,10,16,2,0.9009,0.8416,0.0,0,0.5133
tx_001159,44248137,emi,user_cancelled,cust_00391,13,0.7692,0.2308,187691.36,14437.8,3,91,1,5,0.9009,0.8416,0.1223,0,0.02
tx_001160,42727995,wallet,insufficient_funds,cust_00464,18,0.8889,0.1111,208759.56,11597.75,4,11,22,4,0.9009,0.9274,0.2618,0,0.1804
tx_001161,22046821,card,user_cancelled,cust_00142,18,0.8889,0.1111,14779.37,821.08,1,153,0,1,0.9009,0.969,0.0513,0,0.0985
tx_001162,39787306,wallet,temporary_timeout,cust_00346,16,0.3125,0.6875,23385.06,1461.57,1,23,6,4,0.9009,0.9274,0.6648,1,0.485
tx_001163,10780227,upi,temporary_timeout,cust_00386,51,0.902,0.098,9192.17,180.24,0,139,14,6,0.9009,0.8039,0.1167,1,0.8055
tx_001164,36880447,card,gateway_degradation,cust_00083,8,0.625,0.375,216938.91,27117.36,5,117,0,2,0.9009,0.969,0.4275,0,0.2603
tx_001165,30716595,wallet,card_declined,cust_00484,38,0.8158,0.1842,87301.24,2297.4,1,170,21,0,0.9009,0.9274,0.1264,0,0.0648
tx_001166,21311429,upi,insufficient_funds,cust_00029,43,0.6977,0.3023,125510.67,2918.85,1,29,10,0,0.9009,0.8039,0.1579,1,0.2462
tx_001167,34570803,upi,gateway_degradation,cust_00143,58,0.7931,0.2069,193141.05,3330.02,5,167,17,3,0.9009,0.8039,0.3128,1,0.5501
tx_001168,40700020,netbanking,user_cancelled,cust_00080,16,0.9375,0.0625,58543.87,3658.99,0,143,9,0,0.9009,0.819,0.056,1,0.1976
tx_001169,754732,netbanking,card_declined,cust_00245,28,0.75,0.25,75866.86,2709.53,1,38,18,4,0.9009,0.819,0.1384,0,0.031
tx_001170,19622842,netbanking,network_error,cust_00449,9,0.8889,0.1111,30040.57,3337.84,2,75,16,2,0.9009,0.819,0.0756,0,0.4793
tx_001171,38427445,emi,card_declined,cust_00199,43,0.7442,0.2558,155279.25,3611.15,4,176,4,5,0.9009,0.8416,0.1361,0,0.02
tx_001172,9315590,netbanking,network_error,cust_00472,24,0.9167,0.0833,224780.93,9365.87,3,98,19,6,0.9009,0.819,0.2276,0,0.4172
tx_001173,16988397,card,temporary_timeout,cust_00261,54,0.7222,0.2778,90703.25,1679.69,2,177,3,3,0.9009,0.969,0.1414,0,0.3124
tx_001174,1972979,emi,authentication_failed,cust_00239,26,0.5769,0.4231,238859.68,9186.91,5,117,22,1,0.9009,0.8416,0.4608,0,0.1752
tx_001175,27297307,wallet,insufficient_funds,cust_00010,23,0.9565,0.0435,81793.43,3556.24,1,174,19,2,0.9009,0.9274,0.0,0,0.3373
tx_001176,4355113,netbanking,user_cancelled,cust_00420,14,0.8571,0.1429,81322.2,5808.73,4,72,2,2,0.9009,0.819,0.1445,0,0.024
tx_001177,35508069,wallet,gateway_degradation,cust_00256,42,0.8571,0.1429,60788.91,1447.35,1,112,7,4,0.9009,0.9274,0.2102,1,0.4908
tx_001178,5091033,upi,network_error,cust_00312,25,1.0,0.0,224082.46,8963.3,2,22,10,1,0.9009,0.8039,0.2122,1,0.7075
tx_001179,48107699,wallet,insufficient_funds,cust_00448,44,0.8409,0.1591,106532.36,2421.19,5,109,14,0,0.9009,0.9274,0.2847,0,0.19
tx_001180,22842711,emi,insufficient_funds,cust_00295,23,0.913,0.087,33211.62,1443.98,0,71,16,6,0.9009,0.8416,0.0679,0,0.2895
tx_001181,41863670,card,gateway_degradation,cust_00470,9,1.0,0.0,210617.59,23401.95,3,175,4,0,0.9009,0.969,0.0,0,0.3812
tx_001182,38855314,netbanking,network_error,cust_00205,58,0.9483,0.0517,86949.97,1499.14,1,135,16,5,0.9009,0.819,0.0,0,0.548
tx_001183,19691671,wallet,network_error,cust_00246,15,0.9333,0.0667,914.35,60.96,2,75,18,6,0.9009,0.9274,0.1694,0,0.5637
tx_001184,1749973,card,card_declined,cust_00454,9,0.8889,0.1111,115700.94,12855.66,3,8,9,2,0.9009,0.969,0.0,0,0.0674
tx_001185,11690309,wallet,gateway_degradation,cust_00048,48,0.6875,0.3125,83226.46,1733.88,1,48,13,4,0.9009,0.9274,0.4188,1,0.4326
